  0.00000000E+00  0.41206687E+01
  0.77251567E-02  0.41206709E+01
  0.15450313E-01  0.41206774E+01
  0.23175470E-01  0.41206882E+01
  0.30900627E-01  0.41207033E+01
  0.38625784E-01  0.41207227E+01
  0.46350940E-01  0.41207463E+01
  0.54076097E-01  0.41207742E+01
  0.61801254E-01  0.41208063E+01
  0.69526411E-01  0.41208425E+01
  0.77251567E-01  0.41208829E+01
  0.84976724E-01  0.41209274E+01
  0.92701881E-01  0.41209759E+01
  0.10042704E+00  0.41210284E+01
  0.10815219E+00  0.41210848E+01
  0.11587735E+00  0.41211450E+01
  0.12360251E+00  0.41212090E+01
  0.13132766E+00  0.41212768E+01
  0.13905282E+00  0.41213481E+01
  0.14677798E+00  0.41214231E+01
  0.15450313E+00  0.41215015E+01
  0.16222829E+00  0.41215833E+01
  0.16995345E+00  0.41216684E+01
  0.17767860E+00  0.41217567E+01
  0.18540376E+00  0.41218481E+01
  0.19312892E+00  0.41219426E+01
  0.20085408E+00  0.41220399E+01
  0.20857923E+00  0.41221401E+01
  0.21630439E+00  0.41222430E+01
  0.22402955E+00  0.41223485E+01
  0.23175470E+00  0.41224565E+01
  0.23947986E+00  0.41225669E+01
  0.24720502E+00  0.41226796E+01
  0.25493017E+00  0.41227945E+01
  0.26265533E+00  0.41229115E+01
  0.27038049E+00  0.41230305E+01
  0.27810564E+00  0.41231514E+01
  0.28583080E+00  0.41232740E+01
  0.29355596E+00  0.41233983E+01
  0.30128111E+00  0.41235241E+01
  0.30900627E+00  0.41236514E+01
  0.31673143E+00  0.41237801E+01
  0.32445658E+00  0.41239099E+01
  0.33218174E+00  0.41240409E+01
  0.33990690E+00  0.41241729E+01
  0.34763205E+00  0.41243058E+01
  0.35535721E+00  0.41244395E+01
  0.36308237E+00  0.41245738E+01
  0.37080752E+00  0.41247088E+01
  0.37853268E+00  0.41248441E+01
  0.38625784E+00  0.41249797E+01
  0.39398299E+00  0.41251156E+01
  0.40170815E+00  0.41252515E+01
  0.40943331E+00  0.41253873E+01
  0.41715846E+00  0.41255229E+01
  0.42488362E+00  0.41256582E+01
  0.43260878E+00  0.41257930E+01
  0.44033393E+00  0.41259272E+01
  0.44805909E+00  0.41260607E+01
  0.45578425E+00  0.41261932E+01
  0.46350940E+00  0.41263247E+01
  0.47123456E+00  0.41264549E+01
  0.47895972E+00  0.41265838E+01
  0.48668487E+00  0.41267112E+01
  0.49441003E+00  0.41268370E+01
  0.50213519E+00  0.41269609E+01
  0.50986034E+00  0.41270829E+01
  0.51758550E+00  0.41272028E+01
  0.52531066E+00  0.41273204E+01
  0.53303581E+00  0.41274356E+01
  0.54076097E+00  0.41275484E+01
  0.54848613E+00  0.41276584E+01
  0.55621128E+00  0.41277657E+01
  0.56393644E+00  0.41278700E+01
  0.57166160E+00  0.41279713E+01
  0.57938675E+00  0.41280694E+01
  0.58711191E+00  0.41281643E+01
  0.59483707E+00  0.41282559E+01
  0.60256223E+00  0.41283440E+01
  0.61028738E+00  0.41284286E+01
  0.61801254E+00  0.41285095E+01
  0.62573770E+00  0.41285868E+01
  0.63346285E+00  0.41286604E+01
  0.64118801E+00  0.41287302E+01
  0.64891317E+00  0.41287961E+01
  0.65663832E+00  0.41288582E+01
  0.66436348E+00  0.41289164E+01
  0.67208864E+00  0.41289706E+01
  0.67981379E+00  0.41290208E+01
  0.68753895E+00  0.41290671E+01
  0.69526411E+00  0.41291093E+01
  0.70298926E+00  0.41291476E+01
  0.71071442E+00  0.41291818E+01
  0.71843958E+00  0.41292121E+01
  0.72616473E+00  0.41292382E+01
  0.73388989E+00  0.41292604E+01
  0.74161505E+00  0.41292785E+01
  0.74934020E+00  0.41292926E+01
  0.75706536E+00  0.41293027E+01
