G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                             101         0.7725156733      0.0000000000      0.5000000000      0.0000000000
M                             201         1.5450313466      0.5000000000      0.5000000000      0.0000000000
G                             342         2.6375334889      0.0000000000      0.0000000000      0.0000000000
R                             515         3.9755698847      0.5000000000      0.5000000000      0.5000000000
X                             656         5.0680720270      0.0000000000      0.5000000000      0.0000000000
