  0.00000000E+00  0.76997002E+01
  0.84163625E-02  0.77006797E+01
  0.16832725E-01  0.77036136E+01
  0.25249088E-01  0.77084882E+01
  0.33665450E-01  0.77152804E+01
  0.42081813E-01  0.77239585E+01
  0.50498175E-01  0.77344818E+01
  0.58914538E-01  0.77468013E+01
  0.67330900E-01  0.77608600E+01
  0.75747263E-01  0.77765933E+01
  0.84163625E-01  0.77939294E+01
  0.92579988E-01  0.78127896E+01
  0.10099635E+00  0.78330894E+01
  0.10941271E+00  0.78547389E+01
  0.11782908E+00  0.78776430E+01
  0.12624544E+00  0.79017026E+01
  0.13466180E+00  0.79268152E+01
  0.14307816E+00  0.79528753E+01
  0.15149453E+00  0.79797757E+01
  0.15991089E+00  0.80074076E+01
  0.16832725E+00  0.80356615E+01
  0.17674361E+00  0.80644285E+01
  0.18515998E+00  0.80936000E+01
  0.19357634E+00  0.81230694E+01
  0.20199270E+00  0.81527320E+01
  0.21040906E+00  0.81824861E+01
  0.21882543E+00  0.82122334E+01
  0.22724179E+00  0.82418799E+01
  0.23565815E+00  0.82713357E+01
  0.24407451E+00  0.83005165E+01
  0.25249088E+00  0.83293431E+01
  0.26090724E+00  0.83577423E+01
  0.26932360E+00  0.83856471E+01
  0.27773996E+00  0.84129971E+01
  0.28615633E+00  0.84397384E+01
  0.29457269E+00  0.84658240E+01
  0.30298905E+00  0.84912139E+01
  0.31140541E+00  0.85158750E+01
  0.31982178E+00  0.85397810E+01
  0.32823814E+00  0.85629127E+01
  0.33665450E+00  0.85852574E+01
  0.34507086E+00  0.86068089E+01
  0.35348723E+00  0.86275672E+01
  0.36190359E+00  0.86475383E+01
  0.37031995E+00  0.86667336E+01
  0.37873631E+00  0.86851698E+01
  0.38715268E+00  0.87028680E+01
  0.39556904E+00  0.87198536E+01
  0.40398540E+00  0.87361556E+01
  0.41240176E+00  0.87518059E+01
  0.42081813E+00  0.87668387E+01
  0.42923449E+00  0.87812899E+01
  0.43765085E+00  0.87951961E+01
  0.44606721E+00  0.88085939E+01
  0.45448358E+00  0.88215191E+01
  0.46289994E+00  0.88340053E+01
  0.47131630E+00  0.88460829E+01
  0.47973266E+00  0.88577776E+01
  0.48814903E+00  0.88691087E+01
  0.49656539E+00  0.88800871E+01
  0.50498175E+00  0.88907123E+01
  0.51339811E+00  0.89009701E+01
  0.52181448E+00  0.89108285E+01
  0.53023084E+00  0.89202352E+01
  0.53864720E+00  0.89291157E+01
  0.54706356E+00  0.89373758E+01
  0.55547993E+00  0.89449118E+01
  0.56389629E+00  0.89516291E+01
  0.57231265E+00  0.89574672E+01
  0.58072901E+00  0.89624199E+01
  0.58914538E+00  0.89665384E+01
  0.59756174E+00  0.89699174E+01
  0.60597810E+00  0.89726710E+01
  0.61439446E+00  0.89749128E+01
  0.62281083E+00  0.89767436E+01
  0.63122719E+00  0.89782472E+01
  0.63964355E+00  0.89794906E+01
  0.64805991E+00  0.89805262E+01
  0.65647628E+00  0.89813951E+01
  0.66489264E+00  0.89821288E+01
  0.67330900E+00  0.89827520E+01
  0.68172536E+00  0.89832843E+01
  0.69014173E+00  0.89837409E+01
  0.69855809E+00  0.89841342E+01
  0.70697445E+00  0.89844738E+01
  0.71539081E+00  0.89847678E+01
  0.72380718E+00  0.89850227E+01
  0.73222354E+00  0.89852438E+01
  0.74063990E+00  0.89854355E+01
  0.74905626E+00  0.89856016E+01
  0.75747263E+00  0.89857451E+01
  0.76588899E+00  0.89858686E+01
  0.77430535E+00  0.89859741E+01
  0.78272172E+00  0.89860635E+01
  0.79113808E+00  0.89861383E+01
  0.79955444E+00  0.89861997E+01
  0.80797080E+00  0.89862487E+01
  0.81638717E+00  0.89862860E+01
  0.82480353E+00  0.89863122E+01
  0.83321989E+00  0.89863278E+01
  0.84163625E+00  0.89863329E+01
  0.85005262E+00  0.89864191E+01
  0.85846898E+00  0.89866777E+01
  0.86688534E+00  0.89871088E+01
  0.87530170E+00  0.89877129E+01
  0.88371807E+00  0.89884902E+01
  0.89213443E+00  0.89894414E+01
  0.90055079E+00  0.89905671E+01
  0.90896716E+00  0.89918680E+01
  0.91738352E+00  0.89933448E+01
  0.92579988E+00  0.89949984E+01
  0.93421624E+00  0.89968296E+01
